300
('O', (2, 3), (2, 2)), 290.9992356658913
('X', (3, 0), (3, 1)), 282.9061560421251
('X', (1, 0), (1, 1)), 282.2687028327491
('O', (4, 3), (3, 3)), 265.8094145839568
('O', (4, 2), (3, 2)), 273.80003374954686
('O', (4, 4), (4, 3)), 248.70952837588266
('O', (0, 4), (1, 4)), 265.58543404075317
('O', (0, 3), (1, 3)), 231.60618320992216
('O', (0, 1), (0, 2)), 257.6172956658993
('X', (3, 0), (2, 0)), 214.49930129386485
('X', (4, 0), (5, 0)), 249.88824099884368
('X', (4, 1), (5, 1)), 213.43194366875105
('O', (0, 0), (0, 1)), 242.3910750397481
('X', (4, 0), (4, 1)), 213.4263715436682
('O', (1, 0), (0, 0)), 235.11885966476984
('O', (1, 2), (2, 1)), 213.42570146056823
