300
('X', (2, 3), (3, 3)), 290.9993419579696
('O', (5, 2), (4, 2)), 282.9060572909657
('O', (5, 4), (4, 4)), 282.26862591598183
('X', (2, 1), (2, 2)), 265.80924974987283
('X', (3, 1), (3, 2)), 273.78109595691785
('X', (1, 1), (2, 1)), 248.7087597497739
('X', (1, 5), (1, 4)), 265.56618883181363
('X', (2, 5), (2, 4)), 231.6052253327798
('X', (0, 5), (1, 5)), 257.5984551657457
('X', (0, 1), (1, 1)), 214.49832083261572
('X', (0, 5), (0, 4)), 249.8694082906004
('O', (5, 3), (5, 2)), 210.3550939997658
('O', (5, 4), (5, 3)), 242.37127666571178
('O', (5, 5), (4, 5)), 192.11063949973322
('O', (5, 4), (5, 5)), 242.07876004069112
('O', (5, 1), (4, 1)), 173.86306470772251
('O', (5, 0), (4, 0)), 242.07053141575307
('X', (0, 3), (1, 3)), 155.61065116571262
('X', (0, 2), (1, 2)), 242.07025470770895
