300
('X', (2, 3), (3, 3)), 290.9994076669682
('O', (5, 2), (4, 2)), 282.9062442500144
('O', (5, 4), (4, 4)), 282.26886383397505
('X', (2, 1), (2, 2)), 265.80950004118495
('X', (3, 1), (3, 2)), 273.80020691710524
('X', (1, 1), (2, 1)), 248.70958616607822
('X', (1, 5), (1, 4)), 265.5856797499582
('X', (2, 5), (2, 4)), 231.6062167501077
('X', (4, 5), (3, 5)), 257.6175821251236
('O', (5, 2), (5, 3)), 214.499275540933
('O', (5, 1), (5, 0)), 249.88806762523018
('O', (4, 1), (4, 0)), 210.00002508284524
('X', (5, 5), (5, 4)), 242.39082979224622
('O', (3, 1), (4, 1)), 209.96761470776983
('O', (3, 0), (2, 0)), 235.1149278341327
('O', (3, 1), (3, 0)), 209.96567499870434
