300
('O', (3, 2), (2, 2)), 290.9992541249376
('X', (0, 3), (1, 3)), 282.9060700000264
('X', (0, 1), (1, 1)), 282.2686584999319
('O', (3, 4), (3, 3)), 265.8093098751269
('O', (2, 4), (2, 3)), 273.8000332498923
('O', (4, 4), (3, 4)), 248.7094227501657
('O', (4, 0), (4, 1)), 265.5854708328843
('O', (3, 0), (3, 1)), 231.60607812507078
('O', (5, 0), (4, 0)), 257.6170529159717
('O', (5, 4), (4, 4)), 214.49909929116257
('O', (5, 0), (5, 1)), 249.88796920794994
('X', (0, 5), (0, 4)), 197.38824933301657
('X', (1, 5), (1, 4)), 242.3906579578761
('X', (0, 5), (1, 5)), 196.09544116607867
('O', (3, 0), (2, 0)), 235.1184272079263
('O', (5, 0), (2, 1)), 196.09491729107685
