300
('O', (3, 2), (2, 2)), 283.38242812501267
('X', (0, 3), (1, 3)), 282.90623537497595
('O', (3, 3), (3, 2)), 266.7619596249424
('X', (0, 2), (1, 2)), 265.8094465418253
('O', (4, 3), (3, 3)), 250.13838137499988
('O', (4, 5), (4, 4)), 248.70952083379962
('O', (1, 5), (1, 4)), 233.5115591660142
('O', (4, 5), (3, 5)), 231.60627116798423
('X', (0, 4), (0, 5)), 216.88125470816158
('O', (5, 5), (4, 5)), 214.49917541793548
('O', (5, 1), (4, 1)), 200.24692837521434
('X', (0, 2), (0, 1)), 197.38789733499289
('O', (5, 5), (5, 4)), 183.60869012516923
('X', (0, 3), (0, 4)), 181.9750252100639
('O', (2, 5), (2, 4)), 166.9659454592038
('X', (0, 2), (0, 3)), 181.9001750429161
('X', (4, 2), (4, 3)), 150.31848195940256
('X', (5, 2), (5, 1)), 181.85934275086038
('X', (4, 2), (5, 2)), 133.66559458430856
('X', (0, 2), (4, 2)), 181.84384129289538
('O', (1, 5), (2, 5)), 117.00645829341374
('O', (5, 5), (3, 4)), 181.84309637686238
