300
('O', (2, 3), (2, 2)), 283.3822439999785
('X', (3, 0), (3, 1)), 282.90598258399405
('O', (3, 3), (2, 3)), 266.76174516696483
('X', (2, 0), (2, 1)), 265.80907287588343
('O', (3, 4), (3, 3)), 250.1381649998948
('O', (5, 4), (4, 4)), 248.7090500430204
('O', (5, 1), (4, 1)), 233.5112127920147
('O', (5, 4), (5, 3)), 231.60569591796957
('X', (4, 0), (5, 0)), 216.88072000117972
('O', (5, 5), (5, 4)), 214.498585334979
('O', (1, 5), (1, 4)), 200.24634837615304
('X', (2, 0), (1, 0)), 197.38745537702926
('O', (5, 5), (4, 5)), 183.60790116805583
('X', (3, 0), (4, 0)), 181.4271041690372
('O', (5, 2), (4, 2)), 166.96457191812806
('X', (2, 0), (3, 0)), 181.35509921004996
('X', (2, 4), (3, 4)), 150.3170549601782
('X', (2, 5), (1, 5)), 181.3341375850141
('X', (2, 4), (2, 5)), 133.63010287703946
('X', (2, 0), (2, 4)), 181.31578325200826
('O', (5, 1), (5, 2)), 116.97217491921037
('O', (5, 5), (5, 1)), 181.3139223770704
