300
('O', (3, 2), (2, 2)), 283.38246029196307
('X', (0, 3), (1, 3)), 282.90620854194276
('O', (3, 3), (3, 2)), 266.7620369170327
('X', (0, 2), (1, 2)), 273.66908329189755
('O', (4, 3), (3, 3)), 257.2316866260953
('O', (4, 5), (4, 4)), 256.0608832917642
('O', (1, 5), (1, 4)), 240.1310722930357
('O', (4, 5), (3, 5)), 243.8068370418623
('X', (0, 4), (0, 5)), 223.02486916817725
('O', (5, 5), (4, 5)), 225.79490162595175
('O', (5, 1), (4, 1)), 205.91723216837272
('X', (0, 2), (0, 1)), 207.77971287583932
('O', (5, 5), (5, 4)), 188.80573904328048
('X', (0, 3), (0, 4)), 200.28160400083289
('O', (2, 5), (2, 4)), 171.68663454335183
('X', (0, 2), (0, 3)), 200.1463673338294
('X', (4, 2), (4, 3)), 154.56255600228906
('X', (5, 2), (5, 1)), 199.70421629282646
('X', (4, 2), (5, 2)), 137.4334515023511
('X', (0, 2), (4, 2)), 199.6704925429076
('O', (1, 5), (2, 5)), 120.29891900229268
('O', (5, 5), (1, 5)), 199.6687530009076
