300
('X', (2, 3), (3, 3)), 283.3824548330158
('O', (5, 2), (4, 2)), 282.90621699998155
('X', (2, 2), (2, 3)), 266.76194433285855
('O', (5, 3), (4, 3)), 265.8094197087921
('X', (1, 2), (2, 2)), 250.1383316249121
('X', (1, 0), (1, 1)), 248.70921674999408
('X', (4, 0), (4, 1)), 233.51137737487443
('X', (1, 0), (2, 0)), 231.60551491589285
('O', (5, 1), (5, 0)), 216.88052433286794
('X', (0, 0), (1, 0)), 214.49834912386723
('X', (0, 4), (1, 4)), 200.24561429093592
('O', (5, 3), (5, 4)), 197.38661162392236
('O', (5, 2), (5, 1)), 183.6064527069684
('X', (0, 1), (0, 2)), 196.09675137372687
('O', (5, 3), (5, 2)), 166.96372274891473
('O', (1, 3), (0, 3)), 196.05895195668563
('X', (0, 0), (0, 1)), 150.31613745796494
('X', (3, 0), (3, 1)), 196.0553790817503
('X', (4, 0), (3, 0)), 133.66307883290574
('X', (0, 0), (3, 2)), 196.05390604073182
