300
('O', (3, 2), (2, 2)), 283.3824447079096
('X', (0, 3), (1, 3)), 282.9062169159297
('O', (3, 3), (3, 2)), 266.7618777488824
('X', (0, 2), (1, 2)), 265.80928533291444
('O', (4, 3), (3, 3)), 250.13826154079288
('O', (4, 5), (4, 4)), 248.70938887470402
('O', (1, 5), (1, 4)), 233.51134945778176
('O', (4, 5), (3, 5)), 231.60610195761546
('X', (0, 4), (0, 5)), 216.8810549576301
('O', (5, 5), (4, 5)), 214.49909491674043
('O', (5, 1), (4, 1)), 200.24690270773135
('X', (0, 2), (0, 1)), 197.38806579168886
('O', (5, 5), (5, 4)), 183.60862624971196
('X', (0, 3), (0, 4)), 180.27275091665797
('O', (2, 5), (2, 4)), 166.96529649966396
('X', (0, 2), (0, 3)), 180.1889687506482
('X', (4, 2), (4, 3)), 150.31784974969923
('X', (5, 2), (5, 1)), 180.14671166683547
('X', (4, 2), (5, 2)), 133.66476937476546
('X', (0, 2), (4, 2)), 180.1333970837295
('O', (1, 5), (2, 5)), 117.00572179071605
('O', (5, 5), (3, 4)), 180.13268345873803
