300
('O', (3, 2), (2, 2)), 283.3823729159776
('X', (0, 3), (1, 3)), 282.9062055419199
('O', (3, 3), (3, 2)), 266.76190516585484
('X', (0, 2), (1, 2)), 265.8093932508491
('O', (4, 3), (3, 3)), 250.13839933183044
('O', (4, 5), (4, 4)), 248.70949833397754
('O', (1, 5), (1, 4)), 233.51162487384863
('O', (4, 5), (3, 5)), 231.60611625015736
('X', (0, 4), (0, 5)), 216.88106737402268
('O', (5, 5), (4, 5)), 214.49912720918655
('O', (5, 1), (4, 1)), 200.2468992068898
('X', (0, 2), (0, 1)), 197.3882143762894
('O', (5, 5), (5, 4)), 183.60870678978972
('X', (0, 3), (0, 4)), 195.61676350119524
('O', (2, 5), (2, 4)), 166.9660272479523
('X', (0, 2), (0, 3)), 195.55229462613352
('X', (4, 2), (4, 3)), 150.31852803984657
('X', (5, 2), (5, 1)), 195.4960100420285
('X', (4, 2), (5, 2)), 133.66557966498658
('X', (0, 2), (4, 2)), 195.48542812513188
('O', (1, 5), (2, 5)), 117.00634829001501
('O', (5, 5), (3, 4)), 195.48481687507592
