300
('O', (2, 3), (2, 2)), 283.3822236249689
('X', (3, 0), (3, 1)), 282.9059331668541
('O', (3, 3), (2, 3)), 266.7615497079678
('X', (2, 0), (2, 1)), 265.8090461248066
('O', (3, 4), (3, 3)), 250.13783183298074
('O', (5, 4), (4, 4)), 248.70874687470496
('O', (5, 1), (4, 1)), 233.51067733298987
('O', (5, 4), (5, 3)), 231.60469891573302
('X', (4, 0), (5, 0)), 216.87639075005427
('O', (5, 5), (5, 4)), 214.49656304065138
('O', (1, 5), (1, 4)), 200.24155029212125
('X', (2, 0), (1, 0)), 197.38498720759526
('O', (5, 5), (4, 5)), 183.60255675017834
('X', (3, 0), (4, 0)), 180.26925649959594
('O', (5, 2), (4, 2)), 166.95986754237674
('X', (2, 0), (3, 0)), 180.1225912075024
('X', (2, 4), (3, 4)), 150.31256741750985
('X', (2, 5), (1, 5)), 180.07261824957095
('X', (2, 4), (2, 5)), 133.6599076676648
('X', (2, 0), (2, 4)), 180.05706066661514
('O', (5, 1), (5, 2)), 117.00135000050068
('O', (5, 5), (5, 1)), 180.05618983367458
