300
('O', (3, 2), (2, 2)), 283.3823897920083
('X', (0, 3), (1, 3)), 282.90618408401497
('O', (3, 3), (3, 2)), 266.7619102499448
('X', (0, 2), (1, 2)), 265.80939999991097
('O', (4, 3), (3, 3)), 250.13808804214932
('O', (4, 5), (4, 4)), 248.7088462091051
('O', (1, 5), (1, 4)), 233.51121562626213
('O', (4, 5), (3, 5)), 231.60522029316053
('X', (0, 4), (0, 5)), 216.88070154329762
('O', (5, 5), (4, 5)), 214.49747596029192
('O', (5, 1), (4, 1)), 200.24615579331294
('X', (0, 2), (0, 1)), 197.38214779319242
('X', (0, 3), (0, 4)), 195.2932352933567
('O', (5, 4), (5, 3)), 193.2964066681452
('X', (0, 2), (0, 3)), 177.58358166832477
('X', (4, 2), (5, 2)), 193.27555766818114
('O', (5, 5), (5, 4)), 159.874057543464
('O', (2, 5), (2, 4)), 193.26598958531395
('O', (1, 5), (2, 5)), 142.14688845933415
('O', (5, 5), (3, 4)), 193.2636840022169
