300
('O', (3, 2), (2, 2)), 283.38243029196747
('X', (4, 3), (3, 3)), 290.9994040420279
('O', (4, 2), (3, 2)), 266.76163466693833
('X', (4, 4), (4, 3)), 282.26659354195
('O', (4, 0), (4, 1)), 250.13694683392532
('O', (1, 0), (2, 0)), 280.51374383387156
('X', (2, 4), (1, 4)), 233.50755258393474
('O', (1, 2), (1, 3)), 272.0965793340001
('O', (1, 1), (2, 1)), 216.8773439999204
('X', (3, 4), (2, 4)), 263.9331351250876
('O', (1, 2), (1, 1)), 200.24345491593704
('X', (5, 4), (5, 3)), 256.0144225831609
('X', (3, 4), (3, 5)), 199.9153820828069
('X', (4, 4), (3, 4)), 248.33347950014286
('X', (5, 4), (4, 4)), 199.91476604086347
